,census_tract,population,female_population,median_household_income,0_to_9_years_old,10_to_19_years_old,20_to_29_years_old,30_to_39_years_old,40_to_49_years_old,50_to_59_years_old,60_to_69_years_old,70_to_79_years_old,80_years_old_and_older,total_households,households_whose_annual_income_less_than_10000_dollars,households_whose_annual_income_between_10000_and_50000_dollars,households_whose_annual_income_between_50000_and_200000_dollars,households_whose_annual_income_greater_than_200000_dollars,total_workforce,workforce_in_labor,healthcare_worker,commuting_by_car_or_truck_or_van,commuting_by_public_transportation_except_taxicabs,commuting_by_walk,commuting_by_taxicab_or_motorcycle_or_bicycle_or_other_means,commuting_time_less_than_20_minutes,commuting_time_between_20_and_60_minutes,commuting_time_over_60_minutes,white,black_or_african_american,american_indian_and_alaska_native,asian,non_hispanic_white,hispanic_or_latino,no_schooling_completed,high_schooling_graduate,bachelor's_degree,occupied_housing_units,owner_occupied_housing_units,no_health_insurance_covered
0,48113001202,3674,1706,,716.0,129.0,1012.0,809.0,398.0,291.0,260.0,41.0,18.0,1802.0,136.0,793.0,728.0,145.0,2840.0,2418.0,359.0,2030.0,36.0,80.0,15.0,742.0,1316.0,103.0,3009.0,491.0,6.0,21.0,1853.0,1338.0,26.0,350.0,981.0,5901.0,3942.0,697.0
1,48121021627,7649,3638,,353.0,496.0,2044.0,1325.0,985.0,1048.0,635.0,377.0,386.0,4518.0,156.0,1006.0,2762.0,594.0,7019.0,5753.0,600.0,5077.0,25.0,0.0,93.0,2023.0,2931.0,241.0,6231.0,614.0,0.0,555.0,5783.0,484.0,47.0,565.0,2787.0,6004.0,4001.0,349.0
2,48439111310,9621,5518,,1720.0,1827.0,1209.0,1795.0,1609.0,833.0,506.0,122.0,0.0,2695.0,30.0,514.0,2020.0,131.0,6703.0,5122.0,702.0,4451.0,16.0,0.0,22.0,898.0,3092.0,499.0,4579.0,3412.0,41.0,911.0,2803.0,2120.0,40.0,1104.0,1580.0,4009.0,6016.0,1566.0
3,48231961700,2776,1491,,256.0,204.0,200.0,157.0,393.0,514.0,509.0,450.0,93.0,1034.0,101.0,475.0,445.0,13.0,2357.0,1063.0,56.0,775.0,0.0,24.0,17.0,84.0,424.0,308.0,2630.0,33.0,47.0,13.0,2583.0,47.0,9.0,788.0,178.0,5943.0,5947.0,383.0
4,48113013720,5983,3031,,1012.0,782.0,1020.0,731.0,802.0,912.0,417.0,216.0,91.0,2020.0,87.0,861.0,1063.0,9.0,4523.0,3214.0,222.0,2848.0,25.0,27.0,36.0,1044.0,1790.0,102.0,4228.0,401.0,13.0,472.0,1742.0,3241.0,76.0,1224.0,686.0,5934.0,5930.0,1754.0
5,48439111306,5110,2394,,863.0,917.0,566.0,667.0,815.0,712.0,348.0,145.0,77.0,1693.0,75.0,554.0,929.0,135.0,3731.0,2674.0,183.0,2378.0,0.0,0.0,12.0,842.0,1406.0,142.0,4116.0,530.0,30.0,12.0,2872.0,1523.0,23.0,847.0,567.0,5969.0,5970.0,1131.0
6,48439104502,2791,1390,,480.0,488.0,456.0,503.0,278.0,231.0,214.0,78.0,63.0,851.0,80.0,592.0,179.0,0.0,2037.0,1196.0,124.0,938.0,5.0,5.0,53.0,337.0,607.0,57.0,1531.0,170.0,32.0,9.0,237.0,2382.0,49.0,421.0,20.0,3889.0,3884.0,1187.0
7,48121021738,3052,1684,,434.0,209.0,580.0,559.0,474.0,316.0,253.0,110.0,117.0,1339.0,49.0,491.0,749.0,50.0,2502.0,1853.0,110.0,1486.0,38.0,60.0,15.0,518.0,1019.0,62.0,1790.0,481.0,0.0,690.0,1446.0,407.0,28.0,466.0,824.0,4009.0,2006.0,364.0
8,48439111553,3939,1954,,315.0,427.0,864.0,599.0,433.0,549.0,522.0,145.0,85.0,1778.0,153.0,724.0,867.0,34.0,3452.0,2418.0,265.0,2144.0,0.0,21.0,36.0,1021.0,1054.0,126.0,2780.0,577.0,38.0,302.0,2095.0,845.0,52.0,688.0,523.0,5961.0,1981.0,616.0
9,48113019028,3435,1736,,352.0,618.0,388.0,460.0,427.0,578.0,372.0,137.0,103.0,1188.0,69.0,494.0,619.0,6.0,2885.0,1961.0,205.0,1487.0,79.0,12.0,10.0,674.0,783.0,131.0,1445.0,747.0,43.0,583.0,860.0,1160.0,66.0,659.0,502.0,5927.0,5923.0,495.0
10,48113019016,3541,1607,,736.0,352.0,766.0,674.0,470.0,278.0,160.0,62.0,43.0,1313.0,133.0,782.0,375.0,23.0,2585.0,1960.0,97.0,1393.0,55.0,107.0,62.0,467.0,1100.0,50.0,1656.0,1079.0,11.0,457.0,887.0,954.0,8.0,469.0,389.0,5933.0,3961.0,1007.0
11,48251130208,6053,3153,,891.0,796.0,814.0,1114.0,623.0,531.0,582.0,534.0,168.0,2210.0,41.0,881.0,1224.0,64.0,4602.0,3181.0,382.0,2795.0,14.0,32.0,14.0,1050.0,1532.0,273.0,5900.0,3.0,0.0,0.0,5333.0,651.0,21.0,1480.0,565.0,7924.0,7929.0,577.0
12,48113007909,2312,1059,,178.0,57.0,1029.0,535.0,213.0,126.0,81.0,63.0,30.0,1567.0,118.0,797.0,608.0,44.0,2103.0,1791.0,137.0,1462.0,102.0,11.0,16.0,681.0,876.0,34.0,1386.0,268.0,0.0,339.0,1163.0,335.0,77.0,131.0,731.0,3959.0,0.0,267.0
13,48113007821,3794,1911,,683.0,469.0,911.0,806.0,297.0,454.0,104.0,70.0,0.0,1414.0,118.0,1049.0,247.0,0.0,2779.0,2117.0,86.0,1413.0,204.0,88.0,43.0,536.0,1053.0,159.0,1996.0,964.0,0.0,48.0,296.0,2289.0,67.0,508.0,171.0,5933.0,1976.0,1810.0
14,48439111536,2978,1584,,458.0,483.0,592.0,448.0,368.0,438.0,153.0,38.0,0.0,1104.0,99.0,483.0,522.0,0.0,2294.0,1845.0,237.0,1532.0,3.0,14.0,75.0,579.0,927.0,118.0,1257.0,1209.0,11.0,283.0,297.0,1213.0,10.0,511.0,245.0,3983.0,4006.0,713.0
15,48439104802,6036,2740,,1036.0,964.0,1220.0,939.0,660.0,637.0,368.0,150.0,62.0,1507.0,173.0,650.0,672.0,12.0,4446.0,2928.0,170.0,2438.0,46.0,50.0,11.0,1134.0,1052.0,359.0,4455.0,283.0,0.0,191.0,1262.0,4347.0,224.0,585.0,305.0,7838.0,7819.0,2326.0
16,48439113107,2231,1107,,280.0,221.0,80.0,242.0,325.0,319.0,471.0,237.0,56.0,978.0,35.0,180.0,677.0,86.0,1864.0,1138.0,119.0,922.0,10.0,15.0,21.0,433.0,526.0,9.0,1918.0,103.0,0.0,184.0,1801.0,147.0,0.0,185.0,623.0,3955.0,3954.0,86.0
17,48439113114,3954,2062,,418.0,325.0,1153.0,629.0,573.0,491.0,167.0,169.0,29.0,2085.0,120.0,1024.0,797.0,144.0,3350.0,2750.0,448.0,2390.0,15.0,0.0,12.0,686.0,1546.0,185.0,2298.0,1276.0,0.0,262.0,1743.0,619.0,15.0,593.0,958.0,5972.0,3976.0,761.0
18,48439111516,7054,3592,,881.0,1202.0,1296.0,1127.0,820.0,920.0,443.0,250.0,115.0,2311.0,187.0,750.0,1304.0,70.0,5621.0,4077.0,454.0,3508.0,0.0,0.0,44.0,1340.0,1961.0,251.0,3567.0,2276.0,0.0,695.0,2486.0,1438.0,24.0,1164.0,825.0,5965.0,5968.0,706.0
19,48113014114,3317,1661,,528.0,262.0,840.0,809.0,392.0,289.0,134.0,35.0,28.0,1523.0,151.0,1009.0,363.0,0.0,2613.0,2039.0,143.0,1652.0,42.0,41.0,46.0,786.0,892.0,103.0,1034.0,891.0,9.0,754.0,397.0,1104.0,33.0,562.0,400.0,3970.0,0.0,1138.0
20,48113017004,8470,4195,,1910.0,1723.0,1240.0,1640.0,792.0,494.0,453.0,183.0,35.0,2419.0,203.0,1347.0,837.0,32.0,5702.0,3929.0,287.0,3408.0,0.0,45.0,62.0,660.0,2105.0,750.0,6491.0,628.0,333.0,0.0,1967.0,5716.0,227.0,1133.0,61.0,5988.0,5989.0,2867.0
21,48439113929,9385,4853,,1558.0,2094.0,724.0,1523.0,1745.0,1177.0,314.0,215.0,35.0,2659.0,15.0,199.0,2177.0,268.0,6290.0,4952.0,368.0,4503.0,49.0,15.0,0.0,1310.0,2889.0,368.0,7564.0,682.0,0.0,321.0,6794.0,1108.0,0.0,559.0,1997.0,8019.0,8019.0,408.0
22,48439113809,5008,2506,,687.0,683.0,752.0,590.0,827.0,735.0,463.0,178.0,93.0,1649.0,46.0,605.0,955.0,43.0,3881.0,2773.0,128.0,2298.0,43.0,10.0,28.0,902.0,1389.0,88.0,4005.0,297.0,115.0,210.0,3286.0,902.0,46.0,1103.0,417.0,7910.0,7909.0,960.0
23,48257051300,8790,4676,,1077.0,1064.0,1101.0,878.0,1032.0,1267.0,1218.0,700.0,453.0,3027.0,379.0,1371.0,1242.0,35.0,7045.0,3555.0,375.0,2820.0,2.0,16.0,139.0,1048.0,1176.0,753.0,8096.0,375.0,101.0,0.0,7540.0,634.0,82.0,2474.0,520.0,13883.0,13892.0,1817.0
24,48113007824,1995,952,,329.0,190.0,106.0,296.0,276.0,336.0,247.0,146.0,69.0,759.0,0.0,102.0,420.0,237.0,1529.0,1150.0,152.0,897.0,57.0,0.0,0.0,407.0,532.0,15.0,1848.0,26.0,3.0,23.0,1666.0,198.0,9.0,56.0,707.0,3950.0,3949.0,62.0
25,48113016802,3592,1702,,402.0,674.0,359.0,502.0,455.0,534.0,386.0,208.0,72.0,1310.0,70.0,399.0,817.0,24.0,2844.0,1975.0,276.0,1684.0,10.0,0.0,23.0,318.0,1185.0,214.0,1695.0,1747.0,0.0,0.0,977.0,852.0,0.0,678.0,507.0,5979.0,5973.0,524.0
26,48397040503,6982,3363,,1156.0,1147.0,830.0,1008.0,1462.0,801.0,414.0,100.0,64.0,2157.0,97.0,771.0,1227.0,62.0,5178.0,3874.0,292.0,3242.0,0.0,0.0,294.0,1375.0,1866.0,295.0,5865.0,397.0,0.0,334.0,2850.0,3165.0,28.0,829.0,599.0,5996.0,5999.0,2276.0
27,48113000601,6167,2771,,659.0,755.0,1305.0,1233.0,975.0,548.0,502.0,161.0,29.0,3064.0,413.0,1177.0,1256.0,218.0,5089.0,3883.0,414.0,3171.0,175.0,161.0,108.0,1731.0,1740.0,144.0,4122.0,573.0,0.0,252.0,2426.0,2679.0,16.0,870.0,874.0,9890.0,5903.0,1840.0
28,48113008703,3139,1689,,437.0,601.0,445.0,391.0,387.0,383.0,246.0,139.0,110.0,974.0,93.0,662.0,219.0,0.0,2297.0,1134.0,77.0,883.0,96.0,0.0,7.0,99.0,688.0,199.0,1329.0,1760.0,0.0,0.0,16.0,1356.0,143.0,658.0,67.0,3917.0,3920.0,855.0
29,48113018104,7230,3362,,618.0,1232.0,717.0,1201.0,880.0,1169.0,790.0,497.0,126.0,2461.0,47.0,598.0,1478.0,338.0,6021.0,4089.0,613.0,3245.0,31.0,101.0,201.0,1049.0,2171.0,358.0,5075.0,758.0,58.0,1063.0,3979.0,1311.0,44.0,878.0,1153.0,3992.0,3990.0,660.0
30,48139061600,5947,3024,,1314.0,852.0,1079.0,1017.0,456.0,405.0,421.0,213.0,190.0,2060.0,424.0,1110.0,526.0,0.0,4197.0,2861.0,344.0,2268.0,0.0,9.0,17.0,1631.0,536.0,127.0,4002.0,1295.0,374.0,17.0,1678.0,2972.0,103.0,911.0,209.0,7908.0,7868.0,1731.0
31,48113017003,10654,5586,,1888.0,1811.0,1158.0,1849.0,1752.0,1143.0,460.0,368.0,225.0,3104.0,146.0,1748.0,1157.0,53.0,7490.0,4816.0,512.0,4268.0,0.0,0.0,158.0,677.0,3019.0,730.0,8491.0,1331.0,0.0,83.0,3808.0,5469.0,204.0,2422.0,469.0,7959.0,7962.0,2838.0
32,48085030405,4982,2775,,743.0,580.0,794.0,734.0,861.0,591.0,284.0,292.0,103.0,2065.0,50.0,641.0,1350.0,24.0,3908.0,3104.0,323.0,2628.0,77.0,18.0,0.0,1149.0,1387.0,187.0,3722.0,657.0,0.0,264.0,3043.0,816.0,12.0,511.0,1217.0,5988.0,3992.0,454.0
33,48439113619,5605,3207,,1066.0,911.0,677.0,1120.0,657.0,590.0,406.0,139.0,39.0,2094.0,73.0,1342.0,649.0,30.0,3899.0,3046.0,257.0,2374.0,19.0,17.0,175.0,1156.0,1363.0,66.0,3548.0,1927.0,28.0,26.0,2056.0,1573.0,38.0,727.0,401.0,7892.0,1966.0,925.0
34,48113008900,3005,1613,,524.0,477.0,372.0,276.0,274.0,498.0,292.0,198.0,94.0,1115.0,246.0,684.0,185.0,0.0,2159.0,1238.0,80.0,801.0,72.0,41.0,0.0,451.0,395.0,68.0,797.0,2089.0,0.0,0.0,96.0,865.0,72.0,717.0,90.0,5889.0,3895.0,700.0
35,48113011800,9773,4738,,2064.0,1911.0,1306.0,1131.0,1534.0,800.0,652.0,195.0,180.0,2633.0,320.0,1538.0,775.0,0.0,6286.0,3506.0,356.0,2802.0,61.0,41.0,184.0,940.0,1914.0,234.0,6043.0,2591.0,154.0,19.0,887.0,6313.0,80.0,1637.0,111.0,9878.0,9857.0,3278.0
36,48139060702,4151,2092,,622.0,609.0,522.0,595.0,554.0,623.0,314.0,261.0,51.0,1416.0,90.0,333.0,911.0,82.0,3161.0,2241.0,216.0,2043.0,0.0,35.0,0.0,872.0,1037.0,169.0,3330.0,419.0,9.0,0.0,2958.0,783.0,42.0,692.0,470.0,5951.0,5947.0,957.0
37,48251130215,5425,2932,,1063.0,783.0,575.0,910.0,714.0,680.0,293.0,298.0,109.0,1789.0,72.0,456.0,1161.0,100.0,3926.0,2646.0,418.0,2387.0,14.0,35.0,26.0,632.0,1714.0,116.0,4748.0,192.0,6.0,71.0,3977.0,1089.0,20.0,1066.0,728.0,3993.0,3993.0,531.0
38,48439111551,7430,3658,,1098.0,1123.0,783.0,867.0,1364.0,1038.0,832.0,226.0,99.0,2320.0,43.0,505.0,1453.0,319.0,5570.0,4092.0,620.0,3713.0,41.0,40.0,14.0,1287.0,2044.0,477.0,4676.0,1612.0,0.0,870.0,4272.0,492.0,0.0,805.0,1599.0,8015.0,8016.0,525.0
39,48113017306,8064,4045,,1305.0,1451.0,1295.0,907.0,1019.0,1157.0,586.0,221.0,123.0,2255.0,145.0,615.0,1471.0,24.0,5792.0,4332.0,529.0,3567.0,27.0,0.0,57.0,834.0,2517.0,300.0,5092.0,2626.0,46.0,79.0,2292.0,2978.0,92.0,1324.0,676.0,7974.0,7977.0,2307.0
40,48439113705,5277,2421,,570.0,603.0,934.0,621.0,934.0,633.0,571.0,296.0,115.0,2186.0,97.0,1087.0,918.0,84.0,4381.0,3435.0,24.0,2820.0,0.0,129.0,110.0,1490.0,1509.0,60.0,4393.0,65.0,113.0,26.0,2723.0,2318.0,82.0,871.0,704.0,7935.0,7886.0,1737.0
41,48121021718,10400,5350,,1758.0,1989.0,530.0,1315.0,2322.0,1262.0,720.0,440.0,64.0,3252.0,26.0,244.0,1952.0,1030.0,7242.0,5012.0,595.0,3937.0,15.0,134.0,95.0,1038.0,2613.0,530.0,9472.0,225.0,0.0,254.0,8718.0,858.0,10.0,693.0,2726.0,6019.0,6020.0,242.0
42,48113020700,4332,2577,,346.0,146.0,726.0,547.0,411.0,717.0,779.0,461.0,199.0,2281.0,47.0,988.0,1102.0,144.0,3868.0,2844.0,264.0,2404.0,12.0,13.0,18.0,1064.0,1300.0,83.0,3675.0,255.0,8.0,192.0,2975.0,845.0,64.0,594.0,905.0,5938.0,5940.0,481.0
43,48439104503,2643,1310,,433.0,444.0,412.0,404.0,249.0,258.0,251.0,116.0,76.0,779.0,91.0,492.0,196.0,0.0,1989.0,1087.0,105.0,941.0,23.0,0.0,0.0,369.0,462.0,133.0,1576.0,58.0,0.0,30.0,21.0,2534.0,95.0,521.0,39.0,3910.0,3909.0,1245.0
44,48113018403,1094,647,,288.0,94.0,192.0,214.0,176.0,96.0,13.0,8.0,13.0,444.0,10.0,297.0,137.0,0.0,731.0,638.0,109.0,560.0,10.0,27.0,7.0,266.0,314.0,24.0,658.0,212.0,7.0,0.0,223.0,615.0,0.0,263.0,58.0,1980.0,0.0,315.0
45,48113007827,2699,1365,,387.0,296.0,505.0,475.0,352.0,464.0,146.0,66.0,8.0,1302.0,91.0,799.0,404.0,8.0,2126.0,1643.0,219.0,1351.0,98.0,29.0,0.0,478.0,923.0,77.0,902.0,1437.0,0.0,21.0,565.0,509.0,39.0,510.0,393.0,5952.0,3970.0,730.0
46,48439104602,5257,2421,,1086.0,799.0,983.0,511.0,815.0,499.0,340.0,161.0,63.0,1330.0,56.0,927.0,347.0,0.0,3667.0,2029.0,157.0,1532.0,18.0,11.0,102.0,557.0,1017.0,89.0,2201.0,1729.0,0.0,42.0,337.0,3149.0,196.0,877.0,42.0,7841.0,7842.0,2175.0
47,48439103602,2246,1152,,368.0,299.0,271.0,231.0,246.0,292.0,200.0,150.0,189.0,795.0,59.0,432.0,298.0,6.0,1645.0,868.0,137.0,721.0,9.0,0.0,22.0,268.0,467.0,17.0,515.0,1460.0,55.0,0.0,15.0,751.0,18.0,507.0,141.0,3912.0,3913.0,523.0
48,48439121611,4827,2515,,484.0,845.0,585.0,839.0,622.0,740.0,509.0,184.0,19.0,1544.0,0.0,384.0,1071.0,89.0,3784.0,2718.0,248.0,2375.0,4.0,28.0,17.0,859.0,1382.0,183.0,3570.0,601.0,0.0,325.0,3065.0,740.0,6.0,731.0,772.0,7933.0,7929.0,770.0
49,48439105508,7407,3467,,1497.0,741.0,1606.0,1175.0,623.0,684.0,546.0,327.0,208.0,3269.0,101.0,1546.0,1481.0,141.0,5449.0,3983.0,698.0,3596.0,35.0,26.0,0.0,1138.0,2373.0,146.0,4898.0,1616.0,0.0,363.0,3534.0,1833.0,11.0,879.0,1132.0,3985.0,3994.0,1330.0
50,48439110901,4269,2107,,421.0,396.0,414.0,531.0,400.0,789.0,568.0,508.0,242.0,1937.0,61.0,464.0,1290.0,122.0,3561.0,2132.0,217.0,1865.0,11.0,0.0,8.0,868.0,888.0,128.0,3843.0,64.0,9.0,97.0,3680.0,333.0,16.0,553.0,841.0,9879.0,7873.0,257.0
51,48251130601,6902,3631,,1123.0,1036.0,993.0,856.0,729.0,908.0,755.0,444.0,58.0,2385.0,152.0,812.0,1341.0,80.0,5208.0,3224.0,386.0,2787.0,0.0,35.0,3.0,1037.0,1467.0,321.0,6603.0,76.0,50.0,35.0,5731.0,988.0,6.0,1343.0,484.0,7952.0,7956.0,1612.0
52,48113016502,6940,3478,,1408.0,884.0,788.0,1136.0,937.0,779.0,557.0,329.0,122.0,2413.0,214.0,1145.0,986.0,68.0,4992.0,3709.0,385.0,3169.0,61.0,26.0,100.0,950.0,2052.0,354.0,4604.0,1882.0,0.0,29.0,1757.0,3225.0,64.0,1446.0,447.0,9850.0,7875.0,1331.0
53,48113014408,4391,2404,,832.0,635.0,513.0,710.0,606.0,531.0,371.0,129.0,64.0,1585.0,84.0,661.0,778.0,62.0,3256.0,2458.0,227.0,2176.0,55.0,66.0,19.0,936.0,1326.0,54.0,1857.0,1120.0,20.0,498.0,974.0,1762.0,14.0,590.0,463.0,3974.0,3975.0,1219.0
54,48113019024,4390,2290,,449.0,455.0,571.0,573.0,516.0,738.0,698.0,255.0,135.0,1449.0,51.0,426.0,941.0,31.0,3664.0,2437.0,350.0,2005.0,121.0,41.0,26.0,741.0,1390.0,62.0,2289.0,889.0,14.0,816.0,1575.0,851.0,45.0,815.0,731.0,7904.0,7901.0,618.0
55,48121021404,8729,4302,,1126.0,874.0,1106.0,1136.0,1230.0,1856.0,870.0,358.0,173.0,3017.0,91.0,551.0,2186.0,189.0,7164.0,5208.0,446.0,4407.0,5.0,30.0,31.0,1226.0,2578.0,669.0,8196.0,131.0,0.0,44.0,6751.0,1574.0,0.0,1320.0,1708.0,5994.0,5996.0,930.0
56,48113016607,3557,1940,,711.0,269.0,995.0,628.0,416.0,295.0,189.0,32.0,22.0,1876.0,309.0,1362.0,205.0,0.0,2704.0,2079.0,220.0,1656.0,165.0,29.0,0.0,689.0,950.0,211.0,311.0,2956.0,15.0,97.0,157.0,293.0,10.0,708.0,155.0,5952.0,0.0,940.0
57,48113014307,4113,2137,,444.0,418.0,677.0,537.0,510.0,646.0,347.0,322.0,212.0,1750.0,59.0,566.0,1040.0,85.0,3467.0,2488.0,354.0,2019.0,33.0,12.0,81.0,1037.0,1061.0,47.0,2982.0,573.0,0.0,339.0,1962.0,1174.0,12.0,512.0,1057.0,9861.0,7880.0,589.0
58,48113007911,2886,1332,,138.0,58.0,1399.0,779.0,145.0,176.0,94.0,88.0,9.0,1824.0,168.0,415.0,1175.0,66.0,2748.0,2477.0,339.0,2116.0,93.0,41.0,0.0,689.0,1561.0,0.0,2107.0,172.0,17.0,476.0,1855.0,326.0,0.0,75.0,1179.0,4006.0,0.0,274.0
59,48113009605,3670,1817,,263.0,504.0,617.0,453.0,686.0,314.0,409.0,330.0,94.0,1327.0,57.0,649.0,614.0,7.0,3163.0,1966.0,205.0,1594.0,117.0,61.0,0.0,539.0,1154.0,79.0,2101.0,206.0,77.0,284.0,739.0,2434.0,42.0,805.0,327.0,3934.0,1966.0,1304.0
60,48121021752,5272,2744,,989.0,977.0,296.0,753.0,1047.0,835.0,216.0,125.0,34.0,1553.0,0.0,148.0,1071.0,334.0,3589.0,2727.0,241.0,2247.0,0.0,33.0,22.0,575.0,1556.0,171.0,4181.0,41.0,53.0,717.0,3674.0,551.0,0.0,267.0,1451.0,3995.0,3995.0,101.0
61,48439101301,5212,2551,,630.0,873.0,679.0,748.0,503.0,713.0,516.0,365.0,185.0,1740.0,123.0,839.0,770.0,8.0,3986.0,2269.0,282.0,1969.0,8.0,23.0,22.0,735.0,1199.0,88.0,3335.0,1446.0,14.0,62.0,1994.0,1559.0,11.0,1260.0,429.0,7847.0,7837.0,1292.0
62,48113018401,5347,2799,,1157.0,950.0,773.0,703.0,648.0,306.0,341.0,335.0,134.0,1590.0,99.0,826.0,649.0,16.0,3507.0,2319.0,179.0,2042.0,46.0,0.0,6.0,630.0,1385.0,79.0,2530.0,642.0,0.0,7.0,1470.0,2982.0,81.0,807.0,278.0,5911.0,5900.0,1570.0
63,48251131100,5364,2720,,821.0,594.0,1085.0,566.0,537.0,577.0,442.0,401.0,341.0,2197.0,115.0,928.0,1102.0,52.0,4122.0,2379.0,394.0,2106.0,10.0,52.0,105.0,1409.0,777.0,87.0,5081.0,150.0,47.0,62.0,3806.0,1319.0,38.0,1123.0,518.0,9870.0,9806.0,1196.0
64,48113006900,3920,1753,,912.0,564.0,682.0,474.0,578.0,400.0,127.0,101.0,82.0,1254.0,196.0,675.0,348.0,35.0,2672.0,1654.0,96.0,1144.0,66.0,28.0,121.0,511.0,732.0,116.0,3194.0,418.0,0.0,7.0,312.0,3183.0,59.0,791.0,168.0,5919.0,5882.0,1514.0
65,48113016517,4622,2316,,668.0,781.0,496.0,583.0,616.0,612.0,447.0,186.0,233.0,1656.0,80.0,850.0,719.0,7.0,3489.0,2238.0,264.0,1962.0,0.0,34.0,25.0,684.0,1209.0,128.0,2410.0,1664.0,0.0,52.0,1100.0,1819.0,44.0,787.0,393.0,5944.0,5926.0,653.0
66,48113014310,4600,2510,,636.0,737.0,743.0,684.0,728.0,556.0,288.0,160.0,68.0,1805.0,113.0,948.0,705.0,39.0,3455.0,2415.0,193.0,2137.0,20.0,0.0,48.0,749.0,1345.0,111.0,2409.0,1190.0,7.0,355.0,1168.0,1781.0,39.0,492.0,695.0,5957.0,5951.0,967.0
67,48121021525,10989,5443,,2152.0,2065.0,501.0,1970.0,2512.0,1095.0,408.0,263.0,23.0,3267.0,16.0,194.0,2084.0,973.0,7280.0,5477.0,505.0,4653.0,15.0,17.0,42.0,1104.0,3218.0,405.0,7274.0,829.0,6.0,2518.0,6666.0,924.0,40.0,731.0,2557.0,8029.0,8029.0,258.0
68,48113000900,4771,2016,,283.0,492.0,1701.0,887.0,548.0,504.0,128.0,111.0,117.0,2428.0,237.0,867.0,1239.0,85.0,4205.0,3198.0,207.0,2667.0,110.0,56.0,57.0,1420.0,1407.0,63.0,3791.0,112.0,0.0,109.0,2103.0,2406.0,120.0,423.0,1217.0,7935.0,3910.0,1261.0
69,48113007903,2133,1093,,161.0,127.0,545.0,331.0,147.0,216.0,246.0,155.0,205.0,1031.0,80.0,157.0,626.0,168.0,1914.0,1310.0,214.0,1103.0,29.0,0.0,20.0,497.0,625.0,30.0,1971.0,22.0,19.0,78.0,1847.0,149.0,0.0,133.0,675.0,3962.0,3926.0,46.0
70,48439113917,7790,4159,,1286.0,1532.0,908.0,1184.0,1254.0,916.0,358.0,283.0,69.0,2437.0,21.0,799.0,1501.0,116.0,5738.0,4137.0,352.0,3582.0,18.0,0.0,147.0,1092.0,2402.0,253.0,4424.0,676.0,0.0,1577.0,3719.0,1673.0,246.0,967.0,884.0,7980.0,7977.0,1028.0
71,48113007804,6043,3059,,773.0,533.0,1255.0,1422.0,735.0,576.0,482.0,88.0,179.0,2678.0,146.0,1329.0,1203.0,0.0,4946.0,3739.0,414.0,3302.0,142.0,18.0,18.0,1492.0,1929.0,59.0,2129.0,3487.0,0.0,327.0,1015.0,1212.0,8.0,951.0,790.0,7895.0,3912.0,1498.0
72,48085031717,2350,1261,,211.0,119.0,732.0,454.0,313.0,288.0,163.0,70.0,0.0,1059.0,111.0,312.0,577.0,59.0,2066.0,1580.0,41.0,1252.0,24.0,15.0,17.0,297.0,975.0,36.0,847.0,362.0,0.0,839.0,752.0,312.0,0.0,113.0,673.0,1985.0,0.0,356.0
73,48439110905,4776,2520,,761.0,389.0,417.0,718.0,436.0,824.0,700.0,337.0,194.0,1891.0,85.0,441.0,1296.0,69.0,3753.0,2597.0,322.0,2265.0,8.0,10.0,11.0,877.0,1255.0,162.0,4334.0,156.0,3.0,121.0,3734.0,610.0,10.0,793.0,738.0,5941.0,3966.0,425.0
74,48139061100,5365,2526,,1001.0,685.0,764.0,666.0,473.0,820.0,572.0,167.0,217.0,1630.0,41.0,612.0,911.0,66.0,3860.0,2493.0,154.0,2152.0,17.0,14.0,34.0,1027.0,1021.0,169.0,4347.0,25.0,34.0,4.0,3179.0,2088.0,96.0,1079.0,477.0,5964.0,5968.0,1229.0
75,48121020111,4120,2160,,850.0,952.0,163.0,542.0,1047.0,322.0,150.0,94.0,0.0,1143.0,0.0,32.0,807.0,304.0,2625.0,1797.0,148.0,1325.0,0.0,0.0,46.0,329.0,934.0,108.0,3502.0,127.0,7.0,447.0,3012.0,584.0,8.0,203.0,1080.0,2005.0,2005.0,380.0
76,48439113110,4682,2183,,450.0,207.0,1372.0,1005.0,515.0,533.0,388.0,181.0,31.0,2512.0,184.0,1088.0,1186.0,54.0,4111.0,3335.0,247.0,3127.0,0.0,44.0,0.0,1165.0,1890.0,116.0,2666.0,1618.0,63.0,135.0,2263.0,625.0,25.0,620.0,1151.0,3974.0,3970.0,871.0
77,48113010701,5153,2341,,1041.0,753.0,874.0,993.0,537.0,650.0,165.0,131.0,9.0,1552.0,63.0,846.0,632.0,11.0,3670.0,2546.0,152.0,2171.0,57.0,0.0,129.0,1044.0,1251.0,62.0,4288.0,63.0,0.0,36.0,278.0,4794.0,129.0,910.0,121.0,3939.0,3893.0,1588.0
78,48113013713,1401,689,,268.0,243.0,259.0,239.0,144.0,140.0,52.0,32.0,24.0,371.0,0.0,326.0,45.0,0.0,987.0,681.0,24.0,612.0,11.0,14.0,0.0,272.0,340.0,25.0,931.0,43.0,11.0,0.0,104.0,1242.0,57.0,200.0,48.0,1970.0,1957.0,647.0
