,census_tract,population,female_population,median_household_income,0_to_9_years_old,10_to_19_years_old,20_to_29_years_old,30_to_39_years_old,40_to_49_years_old,50_to_59_years_old,60_to_69_years_old,70_to_79_years_old,80_years_old_and_older,total_households,households_whose_annual_income_less_than_10000_dollars,households_whose_annual_income_between_10000_and_50000_dollars,households_whose_annual_income_between_50000_and_200000_dollars,households_whose_annual_income_greater_than_200000_dollars,total_workforce,workforce_in_labor,healthcare_worker,commuting_by_car_or_truck_or_van,commuting_by_public_transportation_except_taxicabs,commuting_by_walk,commuting_by_taxicab_or_motorcycle_or_bicycle_or_other_means,commuting_time_less_than_20_minutes,commuting_time_between_20_and_60_minutes,commuting_time_over_60_minutes,white,black_or_african_american,american_indian_and_alaska_native,asian,non_hispanic_white,hispanic_or_latino,no_schooling_completed,high_schooling_graduate,bachelor's_degree,occupied_housing_units,owner_occupied_housing_units,no_health_insurance_covered
322,48113019029,5547,3080,,686.0,910.0,517.0,629.0,690.0,794.0,786.0,358.0,177.0,2135.0,206.0,893.0,1012.0,24.0,4355.0,2713.0,361.0,2274.0,27.0,0.0,27.0,750.0,1394.0,184.0,2336.0,848.0,0.0,848.0,1703.0,1361.0,22.0,719.0,879.0,5938.0,5935.0,1204.0
323,48113005902,4076,2491,,639.0,555.0,591.0,375.0,359.0,432.0,447.0,355.0,323.0,1459.0,206.0,1012.0,222.0,19.0,3019.0,1689.0,229.0,1180.0,86.0,15.0,25.0,440.0,651.0,215.0,1314.0,2596.0,13.0,0.0,159.0,1308.0,59.0,836.0,188.0,3925.0,3906.0,943.0
324,48439106502,3039,1530,,397.0,406.0,243.0,427.0,403.0,413.0,324.0,186.0,240.0,1203.0,58.0,586.0,526.0,33.0,2321.0,1562.0,225.0,1186.0,0.0,0.0,58.0,513.0,631.0,100.0,1501.0,1058.0,11.0,35.0,1082.0,593.0,29.0,489.0,360.0,5910.0,5911.0,483.0
325,48439102201,3478,1955,,343.0,432.0,478.0,372.0,526.0,423.0,455.0,257.0,192.0,1449.0,66.0,486.0,669.0,228.0,2872.0,1795.0,164.0,1562.0,0.0,21.0,23.0,881.0,663.0,62.0,3203.0,149.0,71.0,0.0,2541.0,694.0,33.0,341.0,741.0,7832.0,7830.0,374.0
326,48121021632,3621,1780,,339.0,509.0,393.0,321.0,645.0,723.0,541.0,83.0,67.0,1485.0,81.0,435.0,715.0,254.0,3016.0,2102.0,191.0,1766.0,35.0,32.0,9.0,733.0,1035.0,74.0,2941.0,292.0,42.0,107.0,2570.0,496.0,30.0,309.0,936.0,5961.0,3973.0,218.0
327,48439101402,3481,1950,,485.0,541.0,545.0,351.0,516.0,482.0,286.0,166.0,109.0,1108.0,247.0,567.0,294.0,0.0,2736.0,1414.0,29.0,1258.0,5.0,0.0,17.0,569.0,660.0,51.0,1773.0,803.0,36.0,2.0,282.0,2379.0,52.0,569.0,88.0,5850.0,5843.0,1325.0
328,48085030531,6167,3128,,770.0,1189.0,306.0,578.0,1265.0,866.0,671.0,371.0,151.0,2124.0,88.0,261.0,1340.0,435.0,4566.0,3054.0,282.0,2429.0,12.0,0.0,52.0,779.0,1448.0,266.0,5509.0,213.0,23.0,284.0,5055.0,560.0,0.0,278.0,1567.0,4003.0,1998.0,285.0
329,48113017606,4915,2395,,966.0,986.0,783.0,501.0,708.0,548.0,258.0,36.0,129.0,1294.0,33.0,714.0,507.0,40.0,3478.0,2328.0,244.0,1999.0,0.0,0.0,173.0,754.0,1177.0,241.0,3246.0,1145.0,0.0,259.0,850.0,2647.0,118.0,656.0,253.0,5940.0,5952.0,1854.0
330,48121020104,3717,1939,,569.0,664.0,327.0,705.0,558.0,338.0,385.0,129.0,42.0,1204.0,22.0,201.0,958.0,23.0,2646.0,2008.0,135.0,1707.0,0.0,0.0,9.0,357.0,1092.0,267.0,3341.0,222.0,0.0,0.0,2810.0,642.0,21.0,630.0,562.0,5983.0,5984.0,546.0
331,48113018402,4625,2506,,688.0,676.0,368.0,549.0,596.0,579.0,689.0,264.0,216.0,1401.0,53.0,505.0,832.0,11.0,3417.0,2080.0,300.0,1614.0,88.0,10.0,12.0,337.0,1266.0,121.0,3753.0,243.0,86.0,44.0,2303.0,1980.0,66.0,685.0,368.0,5894.0,5893.0,961.0
332,48113014131,4205,2556,,595.0,360.0,738.0,970.0,721.0,482.0,251.0,37.0,51.0,2057.0,20.0,714.0,1285.0,38.0,3359.0,2640.0,296.0,2292.0,62.0,0.0,19.0,862.0,1433.0,78.0,1943.0,847.0,0.0,973.0,1386.0,788.0,29.0,275.0,1271.0,7954.0,5964.0,248.0
333,48121021619,3007,1514,,587.0,424.0,558.0,507.0,486.0,336.0,87.0,22.0,0.0,1067.0,27.0,631.0,401.0,8.0,2176.0,1747.0,84.0,1487.0,14.0,22.0,56.0,569.0,954.0,56.0,2361.0,244.0,0.0,50.0,793.0,1768.0,65.0,370.0,216.0,3989.0,1995.0,1080.0
334,48439100202,5027,2497,,722.0,887.0,905.0,701.0,741.0,456.0,403.0,138.0,74.0,1364.0,61.0,776.0,527.0,0.0,3709.0,2303.0,106.0,1910.0,9.0,10.0,14.0,822.0,929.0,192.0,3995.0,77.0,0.0,0.0,451.0,4517.0,262.0,628.0,80.0,5872.0,5868.0,2189.0
335,48113018802,1071,613,,164.0,112.0,185.0,162.0,144.0,131.0,90.0,47.0,36.0,432.0,19.0,216.0,186.0,11.0,848.0,624.0,102.0,506.0,42.0,4.0,0.0,182.0,293.0,77.0,685.0,177.0,4.0,85.0,343.0,434.0,13.0,161.0,130.0,3978.0,3901.0,261.0
336,48113013605,5927,3072,,839.0,961.0,284.0,957.0,857.0,728.0,505.0,531.0,265.0,2126.0,53.0,450.0,1400.0,223.0,4537.0,3002.0,341.0,2404.0,126.0,63.0,0.0,1156.0,1303.0,134.0,4373.0,98.0,0.0,195.0,4171.0,928.0,0.0,437.0,1384.0,7887.0,7886.0,402.0
337,48113016511,4192,2371,,628.0,760.0,537.0,533.0,374.0,672.0,480.0,160.0,48.0,1436.0,76.0,820.0,540.0,0.0,3122.0,2085.0,415.0,1703.0,13.0,14.0,33.0,591.0,1038.0,134.0,1225.0,2564.0,31.0,0.0,586.0,1008.0,12.0,788.0,177.0,3955.0,3954.0,573.0
338,48439111102,5965,3048,,1111.0,925.0,768.0,751.0,527.0,797.0,640.0,367.0,79.0,1844.0,159.0,895.0,782.0,8.0,4284.0,2718.0,328.0,2315.0,0.0,0.0,32.0,856.0,1390.0,101.0,1569.0,3277.0,26.0,7.0,295.0,2351.0,113.0,1039.0,186.0,7909.0,7908.0,1716.0
339,48113019021,7265,3913,,772.0,1604.0,866.0,888.0,1226.0,802.0,554.0,408.0,145.0,2390.0,134.0,1335.0,921.0,0.0,5734.0,3867.0,437.0,2940.0,57.0,114.0,124.0,829.0,2301.0,105.0,3774.0,746.0,22.0,1388.0,2431.0,2488.0,316.0,1016.0,503.0,11861.0,11849.0,1700.0
340,48085030517,6680,3357,,1374.0,932.0,407.0,1448.0,1162.0,599.0,429.0,298.0,31.0,2205.0,162.0,322.0,1486.0,235.0,4687.0,3368.0,603.0,2694.0,10.0,18.0,57.0,751.0,1661.0,367.0,5181.0,654.0,0.0,708.0,4622.0,647.0,0.0,371.0,1866.0,4010.0,4009.0,466.0
341,48113018110,4901,2754,,316.0,449.0,318.0,215.0,581.0,1045.0,915.0,368.0,694.0,2060.0,0.0,856.0,1143.0,61.0,4267.0,2247.0,257.0,1738.0,56.0,115.0,0.0,662.0,1172.0,75.0,4142.0,476.0,0.0,216.0,3597.0,612.0,33.0,766.0,928.0,5942.0,5940.0,424.0
342,48085031505,8661,3956,,1249.0,1396.0,817.0,982.0,1953.0,1322.0,516.0,338.0,88.0,3021.0,67.0,302.0,1950.0,702.0,6563.0,4834.0,452.0,4056.0,72.0,58.0,54.0,1558.0,2426.0,256.0,5957.0,369.0,18.0,2011.0,5664.0,351.0,52.0,666.0,2028.0,8000.0,5992.0,334.0
343,48113017001,9742,3673,,1732.0,727.0,1217.0,1903.0,1403.0,1340.0,812.0,366.0,242.0,2429.0,273.0,1232.0,850.0,74.0,7553.0,3266.0,260.0,2812.0,0.0,3.0,55.0,597.0,1829.0,444.0,7997.0,1007.0,68.0,97.0,4489.0,3977.0,129.0,2225.0,372.0,9876.0,9906.0,2092.0
344,48439111008,8012,3955,,1055.0,1598.0,946.0,1510.0,1391.0,785.0,344.0,272.0,111.0,2579.0,0.0,812.0,1672.0,95.0,6024.0,4425.0,533.0,3845.0,0.0,16.0,21.0,1132.0,2219.0,531.0,5912.0,1485.0,0.0,124.0,4424.0,1645.0,26.0,1437.0,873.0,5977.0,5980.0,1334.0
345,48113018141,4203,1996,,1016.0,293.0,805.0,637.0,620.0,440.0,224.0,149.0,19.0,1812.0,115.0,1064.0,620.0,13.0,2930.0,2359.0,280.0,2004.0,71.0,48.0,31.0,603.0,1365.0,186.0,2328.0,1344.0,26.0,64.0,1780.0,1033.0,4.0,948.0,199.0,5950.0,3967.0,1313.0
346,48121021735,3545,1912,,504.0,264.0,1190.0,736.0,550.0,216.0,31.0,12.0,42.0,1647.0,23.0,591.0,974.0,59.0,2793.0,2527.0,366.0,2238.0,47.0,12.0,39.0,877.0,1306.0,153.0,2324.0,621.0,6.0,254.0,1814.0,682.0,0.0,349.0,821.0,3989.0,2011.0,626.0
347,48113011105,4406,2342,,1016.0,518.0,768.0,687.0,436.0,269.0,422.0,218.0,72.0,1456.0,320.0,801.0,335.0,0.0,3058.0,1430.0,219.0,1179.0,42.0,44.0,18.0,507.0,687.0,89.0,1549.0,2752.0,0.0,0.0,180.0,1436.0,59.0,996.0,76.0,5903.0,3910.0,1270.0
348,48113014113,4579,2429,,810.0,535.0,1200.0,645.0,615.0,381.0,247.0,125.0,21.0,2045.0,34.0,1114.0,873.0,24.0,3544.0,2920.0,331.0,2593.0,100.0,17.0,75.0,1141.0,1515.0,129.0,1686.0,2030.0,0.0,607.0,848.0,972.0,11.0,620.0,655.0,9913.0,5955.0,990.0
349,48113012400,5635,2477,,687.0,494.0,760.0,1210.0,895.0,722.0,421.0,166.0,280.0,2193.0,41.0,758.0,1344.0,50.0,4667.0,3339.0,322.0,2722.0,14.0,0.0,36.0,379.0,2240.0,153.0,3999.0,576.0,41.0,0.0,2766.0,2283.0,116.0,1120.0,891.0,11746.0,9787.0,1196.0
350,48439111313,8009,4389,,871.0,1732.0,361.0,1403.0,1544.0,1094.0,618.0,224.0,162.0,2582.0,21.0,440.0,1681.0,440.0,5947.0,4265.0,737.0,3774.0,8.0,46.0,0.0,946.0,2501.0,381.0,5139.0,1813.0,35.0,603.0,4175.0,1268.0,19.0,891.0,1930.0,8012.0,8013.0,503.0
351,48085031629,3919,2044,,650.0,653.0,418.0,664.0,534.0,367.0,345.0,231.0,57.0,1283.0,61.0,478.0,661.0,83.0,2812.0,1919.0,159.0,1602.0,40.0,0.0,6.0,656.0,853.0,139.0,3152.0,221.0,55.0,405.0,2150.0,1034.0,30.0,468.0,570.0,7905.0,5924.0,868.0
352,48121021737,4587,2284,,678.0,313.0,1025.0,894.0,465.0,550.0,317.0,173.0,172.0,1833.0,64.0,674.0,994.0,101.0,3656.0,2769.0,220.0,2363.0,27.0,9.0,20.0,831.0,1447.0,141.0,2557.0,669.0,71.0,785.0,2102.0,710.0,10.0,653.0,1110.0,6001.0,5993.0,659.0
353,48257050800,9439,4718,,1169.0,1391.0,1124.0,1166.0,1388.0,1687.0,882.0,498.0,134.0,3229.0,144.0,1031.0,1996.0,58.0,7363.0,4859.0,414.0,4188.0,9.0,26.0,97.0,847.0,2636.0,837.0,8977.0,152.0,18.0,10.0,8246.0,899.0,47.0,2238.0,694.0,9956.0,9962.0,1524.0
354,48085031662,5028,2584,,564.0,925.0,327.0,580.0,1005.0,1042.0,304.0,188.0,93.0,1572.0,8.0,208.0,1035.0,321.0,3793.0,2504.0,157.0,2028.0,0.0,0.0,49.0,712.0,1191.0,174.0,2654.0,456.0,22.0,1726.0,2410.0,250.0,18.0,271.0,1357.0,5997.0,5998.0,731.0
355,48397040301,5587,2777,,608.0,790.0,312.0,778.0,699.0,1020.0,772.0,275.0,333.0,1910.0,110.0,534.0,1185.0,81.0,4457.0,3051.0,259.0,2595.0,44.0,44.0,18.0,810.0,1370.0,521.0,4466.0,547.0,6.0,301.0,3536.0,1149.0,24.0,1000.0,821.0,5959.0,5960.0,819.0
356,48113017702,7722,3882,,1166.0,1345.0,955.0,1203.0,1058.0,880.0,740.0,344.0,31.0,2756.0,302.0,1138.0,1285.0,31.0,5772.0,4212.0,658.0,3785.0,0.0,47.0,0.0,1165.0,2280.0,387.0,4401.0,2573.0,0.0,397.0,2594.0,1986.0,0.0,1516.0,654.0,7952.0,5952.0,1212.0
357,48113006501,6980,3450,,1285.0,1412.0,981.0,1028.0,1057.0,636.0,302.0,175.0,104.0,1650.0,66.0,954.0,630.0,0.0,4847.0,3174.0,238.0,2636.0,17.0,0.0,279.0,806.0,1899.0,227.0,6018.0,172.0,5.0,22.0,255.0,6518.0,238.0,1123.0,68.0,5903.0,5898.0,1846.0
358,48439980000,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,48113014138,3957,1923,,669.0,156.0,612.0,1450.0,476.0,313.0,217.0,20.0,44.0,1860.0,89.0,246.0,1251.0,274.0,3154.0,2546.0,233.0,2211.0,21.0,21.0,62.0,1178.0,1100.0,37.0,1434.0,352.0,56.0,1882.0,1170.0,397.0,0.0,185.0,1298.0,4009.0,0.0,118.0
360,48113011002,3426,1984,,474.0,322.0,492.0,277.0,511.0,556.0,312.0,315.0,167.0,1162.0,147.0,499.0,506.0,10.0,2842.0,1420.0,185.0,1033.0,91.0,0.0,66.0,344.0,745.0,101.0,651.0,2546.0,13.0,31.0,107.0,719.0,27.0,703.0,332.0,3923.0,5881.0,713.0
361,48439100601,2318,1098,,209.0,153.0,436.0,262.0,211.0,409.0,395.0,159.0,84.0,982.0,59.0,327.0,498.0,98.0,2055.0,1329.0,136.0,1089.0,7.0,40.0,15.0,371.0,671.0,109.0,2226.0,26.0,19.0,27.0,1897.0,334.0,22.0,497.0,345.0,5947.0,5910.0,373.0
362,48439105510,8017,4443,,1327.0,984.0,1131.0,1203.0,837.0,1026.0,833.0,360.0,316.0,3138.0,376.0,1130.0,1548.0,84.0,6164.0,4102.0,673.0,3478.0,115.0,0.0,23.0,1068.0,2307.0,241.0,3863.0,2754.0,14.0,509.0,2299.0,1923.0,30.0,1709.0,1103.0,3989.0,3990.0,1058.0
363,48113000202,3789,1867,,495.0,178.0,776.0,897.0,486.0,530.0,193.0,183.0,51.0,1943.0,85.0,610.0,934.0,314.0,3129.0,2558.0,229.0,2160.0,74.0,31.0,48.0,859.0,1356.0,98.0,3410.0,117.0,10.0,84.0,2810.0,680.0,48.0,179.0,1095.0,5844.0,5823.0,454.0
364,48085030506,2812,1432,,378.0,569.0,136.0,286.0,718.0,432.0,153.0,125.0,15.0,988.0,0.0,126.0,718.0,144.0,2035.0,1665.0,280.0,1443.0,11.0,9.0,13.0,635.0,742.0,99.0,2151.0,159.0,27.0,389.0,2091.0,115.0,11.0,154.0,646.0,3993.0,3994.0,179.0
365,48439111541,3830,1794,,696.0,556.0,467.0,593.0,551.0,537.0,321.0,109.0,0.0,1340.0,106.0,432.0,776.0,26.0,2742.0,2136.0,210.0,1840.0,1.0,10.0,11.0,487.0,1173.0,202.0,2166.0,1132.0,7.0,201.0,1301.0,1023.0,46.0,601.0,405.0,3972.0,3972.0,449.0
366,48113013609,4112,2127,,825.0,647.0,466.0,546.0,648.0,537.0,268.0,125.0,50.0,1263.0,19.0,546.0,449.0,249.0,2788.0,2156.0,190.0,1744.0,69.0,31.0,31.0,861.0,898.0,116.0,1871.0,456.0,0.0,43.0,1601.0,1927.0,69.0,207.0,687.0,5901.0,5896.0,1008.0
367,48439105514,2574,1471,,146.0,138.0,1083.0,376.0,274.0,309.0,151.0,97.0,0.0,1574.0,65.0,781.0,720.0,8.0,2382.0,2020.0,363.0,1680.0,36.0,97.0,0.0,812.0,941.0,60.0,1639.0,760.0,36.0,54.0,1112.0,596.0,0.0,306.0,493.0,5953.0,0.0,665.0
368,48113018139,8078,4008,,1149.0,1585.0,726.0,1196.0,1236.0,953.0,677.0,384.0,172.0,2513.0,103.0,709.0,1594.0,107.0,6202.0,4366.0,525.0,3873.0,123.0,15.0,13.0,1262.0,2520.0,242.0,5795.0,1147.0,0.0,812.0,3729.0,2253.0,49.0,1194.0,916.0,7960.0,7959.0,1390.0
369,48113007906,2447,1308,,282.0,330.0,59.0,206.0,393.0,364.0,384.0,269.0,160.0,1160.0,0.0,131.0,615.0,414.0,1927.0,1206.0,165.0,960.0,0.0,8.0,0.0,536.0,400.0,32.0,2391.0,31.0,7.0,0.0,2391.0,0.0,0.0,16.0,964.0,3950.0,3944.0,84.0
370,48439113634,5350,2912,,629.0,844.0,320.0,349.0,759.0,1248.0,806.0,245.0,150.0,1846.0,47.0,120.0,962.0,717.0,4154.0,2779.0,298.0,2250.0,0.0,27.0,61.0,707.0,1461.0,170.0,4496.0,221.0,0.0,379.0,4369.0,283.0,67.0,247.0,1538.0,3990.0,3989.0,85.0
371,48085031001,7140,3515,,1179.0,1257.0,794.0,985.0,997.0,925.0,558.0,369.0,76.0,2353.0,241.0,800.0,1252.0,60.0,5188.0,3546.0,389.0,3155.0,0.0,5.0,4.0,553.0,2285.0,326.0,6828.0,91.0,35.0,37.0,4561.0,2376.0,91.0,1538.0,743.0,7969.0,7966.0,2275.0
372,48121021731,3880,2029,,657.0,539.0,412.0,508.0,884.0,506.0,286.0,70.0,18.0,1220.0,44.0,137.0,948.0,91.0,2931.0,2271.0,152.0,1962.0,23.0,27.0,6.0,691.0,1237.0,90.0,2918.0,403.0,0.0,333.0,2189.0,849.0,0.0,357.0,721.0,1998.0,3991.0,399.0
373,48367140502,5153,2136,,498.0,534.0,941.0,582.0,684.0,653.0,756.0,378.0,127.0,1499.0,101.0,500.0,851.0,47.0,4409.0,1971.0,169.0,1603.0,0.0,35.0,3.0,617.0,711.0,313.0,4427.0,281.0,47.0,16.0,4038.0,744.0,22.0,1237.0,480.0,5968.0,5973.0,611.0
374,48439102100,5154,2601,,521.0,327.0,1152.0,697.0,685.0,519.0,805.0,373.0,75.0,2754.0,311.0,835.0,1329.0,279.0,4441.0,2890.0,410.0,2436.0,19.0,22.0,30.0,1560.0,781.0,166.0,4434.0,341.0,20.0,10.0,3667.0,1056.0,43.0,628.0,1226.0,9848.0,5897.0,808.0
375,48113009608,3370,1640,,325.0,486.0,301.0,330.0,559.0,531.0,417.0,217.0,204.0,1388.0,76.0,417.0,657.0,238.0,2658.0,1780.0,199.0,1498.0,62.0,6.0,24.0,585.0,918.0,87.0,2683.0,216.0,10.0,19.0,2205.0,849.0,27.0,323.0,1011.0,5904.0,5900.0,407.0
376,48439111524,7411,3647,,1393.0,939.0,1596.0,737.0,853.0,964.0,617.0,213.0,99.0,2460.0,44.0,1213.0,1190.0,13.0,5506.0,3871.0,384.0,3198.0,0.0,209.0,52.0,1416.0,1740.0,303.0,3989.0,1631.0,11.0,810.0,1895.0,2925.0,166.0,1404.0,505.0,9910.0,5926.0,1851.0
377,48113009101,5851,2947,,1234.0,1136.0,922.0,726.0,517.0,792.0,324.0,112.0,88.0,1533.0,155.0,923.0,455.0,0.0,3933.0,2169.0,297.0,1785.0,117.0,30.0,9.0,276.0,1414.0,251.0,3926.0,1514.0,0.0,16.0,364.0,3887.0,165.0,924.0,105.0,7838.0,7832.0,2177.0
378,48113018133,3546,1704,,249.0,497.0,441.0,510.0,650.0,605.0,411.0,171.0,12.0,1290.0,11.0,379.0,815.0,85.0,3010.0,2241.0,148.0,1771.0,51.0,0.0,26.0,454.0,1196.0,198.0,2875.0,385.0,10.0,91.0,2324.0,710.0,13.0,809.0,466.0,3961.0,3963.0,781.0
379,48439113519,6115,3299,,854.0,661.0,908.0,1064.0,795.0,997.0,635.0,177.0,24.0,2473.0,21.0,802.0,1473.0,177.0,4839.0,3930.0,452.0,3345.0,0.0,25.0,35.0,1155.0,2170.0,80.0,4624.0,400.0,0.0,767.0,3732.0,949.0,58.0,452.0,1315.0,3979.0,3985.0,516.0
380,48121021305,3942,2048,,414.0,358.0,849.0,374.0,379.0,576.0,587.0,292.0,113.0,1568.0,62.0,533.0,782.0,191.0,3287.0,2203.0,186.0,1833.0,11.0,10.0,8.0,1016.0,742.0,104.0,3366.0,149.0,20.0,195.0,2819.0,626.0,0.0,362.0,821.0,3965.0,3964.0,474.0
381,48439111016,10419,5904,,1744.0,1770.0,1099.0,1803.0,1519.0,1062.0,748.0,426.0,248.0,3337.0,114.0,699.0,2302.0,222.0,7272.0,5133.0,673.0,4570.0,39.0,0.0,26.0,1462.0,2889.0,284.0,8948.0,753.0,43.0,138.0,7545.0,1445.0,97.0,1684.0,1179.0,6005.0,6003.0,1331.0
382,48113005100,2921,1498,,570.0,468.0,397.0,519.0,242.0,262.0,291.0,137.0,35.0,744.0,37.0,388.0,312.0,7.0,2026.0,1204.0,74.0,1015.0,32.0,5.0,11.0,328.0,701.0,34.0,2717.0,0.0,39.0,10.0,292.0,2572.0,88.0,367.0,146.0,3900.0,3897.0,1104.0
383,48085030403,6053,3119,,732.0,1226.0,463.0,870.0,1139.0,987.0,349.0,233.0,54.0,1812.0,105.0,489.0,1009.0,209.0,4588.0,3244.0,307.0,2616.0,0.0,41.0,91.0,1007.0,1552.0,189.0,4707.0,168.0,0.0,367.0,3953.0,1455.0,26.0,895.0,1156.0,5985.0,5984.0,1129.0
384,48439106700,2269,1043,,222.0,388.0,388.0,203.0,409.0,317.0,211.0,75.0,56.0,889.0,34.0,353.0,495.0,7.0,1841.0,1271.0,107.0,1102.0,0.0,5.0,8.0,363.0,679.0,73.0,2014.0,69.0,7.0,61.0,1404.0,660.0,22.0,407.0,192.0,3955.0,3957.0,479.0
385,48113019302,5399,2846,,383.0,2133.0,1417.0,223.0,582.0,408.0,130.0,60.0,63.0,924.0,87.0,114.0,282.0,441.0,4636.0,2307.0,138.0,1377.0,17.0,527.0,45.0,1334.0,585.0,47.0,4566.0,294.0,14.0,330.0,4069.0,562.0,0.0,92.0,691.0,7913.0,5969.0,183.0
386,48113980100,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,48113009604,4339,2225,,475.0,634.0,446.0,437.0,635.0,524.0,446.0,471.0,271.0,1880.0,61.0,841.0,679.0,299.0,3512.0,2434.0,247.0,2016.0,33.0,98.0,92.0,1154.0,956.0,129.0,3719.0,511.0,0.0,29.0,2780.0,1040.0,72.0,460.0,645.0,7892.0,5918.0,721.0
388,48113016407,7747,4154,,1780.0,1364.0,1174.0,1021.0,759.0,1001.0,370.0,177.0,101.0,2178.0,210.0,1047.0,898.0,23.0,5128.0,3765.0,340.0,3115.0,0.0,19.0,269.0,1097.0,2153.0,153.0,5623.0,1315.0,0.0,99.0,1276.0,5058.0,108.0,1536.0,281.0,7907.0,7901.0,1830.0
389,48439113812,5657,2734,,816.0,985.0,681.0,877.0,1001.0,784.0,262.0,160.0,91.0,1786.0,37.0,275.0,1348.0,126.0,4130.0,3005.0,238.0,2552.0,0.0,0.0,50.0,672.0,1696.0,234.0,4827.0,151.0,56.0,338.0,4476.0,542.0,69.0,513.0,1264.0,5982.0,5981.0,480.0
390,48113013619,5071,2542,,553.0,497.0,325.0,438.0,895.0,931.0,750.0,411.0,271.0,2097.0,75.0,323.0,1239.0,460.0,4214.0,2955.0,298.0,2371.0,0.0,0.0,96.0,1015.0,1356.0,96.0,4154.0,184.0,0.0,270.0,4051.0,477.0,21.0,256.0,1564.0,5932.0,3956.0,229.0
391,48113016701,6366,3369,,493.0,1202.0,551.0,540.0,1299.0,847.0,662.0,587.0,185.0,2206.0,346.0,1158.0,702.0,0.0,5018.0,2635.0,525.0,2119.0,20.0,0.0,0.0,570.0,1435.0,134.0,573.0,5668.0,0.0,0.0,57.0,595.0,31.0,1833.0,286.0,7912.0,7914.0,1140.0
392,48231961501,3257,1397,,449.0,304.0,256.0,371.0,489.0,571.0,382.0,364.0,71.0,1106.0,24.0,370.0,603.0,109.0,2667.0,1547.0,103.0,1282.0,0.0,0.0,14.0,104.0,608.0,584.0,2829.0,0.0,132.0,0.0,2640.0,427.0,0.0,874.0,356.0,3988.0,3990.0,510.0
393,48113007605,1743,984,,120.0,218.0,97.0,81.0,196.0,353.0,323.0,219.0,136.0,800.0,21.0,172.0,311.0,296.0,1473.0,840.0,127.0,666.0,25.0,0.0,5.0,366.0,291.0,39.0,1633.0,0.0,4.0,64.0,1534.0,99.0,0.0,143.0,457.0,3943.0,3944.0,47.0
394,48439113816,5413,2709,,551.0,899.0,361.0,598.0,896.0,1115.0,547.0,297.0,149.0,1788.0,7.0,277.0,1098.0,406.0,4275.0,2808.0,255.0,2400.0,0.0,0.0,33.0,605.0,1573.0,255.0,4669.0,121.0,15.0,216.0,4563.0,395.0,0.0,271.0,1550.0,3989.0,3989.0,465.0
395,48121021724,4237,2153,,475.0,818.0,384.0,426.0,843.0,832.0,277.0,123.0,59.0,1296.0,25.0,77.0,1000.0,194.0,3224.0,2319.0,111.0,2035.0,0.0,8.0,30.0,663.0,1284.0,126.0,3348.0,274.0,20.0,362.0,3238.0,162.0,22.0,302.0,1097.0,5983.0,5983.0,211.0
396,48085032011,7699,3655,,1082.0,1225.0,680.0,1261.0,1391.0,1109.0,459.0,330.0,162.0,2820.0,65.0,662.0,1508.0,585.0,5718.0,4246.0,706.0,3469.0,64.0,107.0,22.0,1308.0,2188.0,166.0,3906.0,1013.0,70.0,2155.0,3587.0,388.0,102.0,489.0,1799.0,8004.0,8008.0,711.0
397,48439121609,5367,2696,,419.0,593.0,426.0,490.0,621.0,1276.0,933.0,367.0,242.0,2151.0,0.0,453.0,1263.0,435.0,4724.0,3153.0,379.0,2502.0,0.0,0.0,19.0,716.0,1626.0,179.0,4091.0,430.0,46.0,703.0,3903.0,216.0,20.0,616.0,1398.0,5954.0,5957.0,371.0
398,48121020106,7357,3789,,1275.0,1261.0,701.0,1229.0,1201.0,898.0,548.0,134.0,110.0,2347.0,39.0,369.0,1801.0,138.0,5348.0,4358.0,497.0,3483.0,46.0,99.0,35.0,938.0,2095.0,630.0,6580.0,429.0,39.0,125.0,5385.0,1247.0,17.0,1031.0,1276.0,4012.0,6016.0,922.0
399,48251131000,4819,2456,,490.0,756.0,489.0,447.0,657.0,767.0,591.0,367.0,255.0,1765.0,43.0,521.0,1145.0,56.0,3833.0,2400.0,305.0,2129.0,0.0,27.0,13.0,1070.0,903.0,196.0,4550.0,157.0,0.0,63.0,3711.0,877.0,0.0,762.0,780.0,7868.0,7864.0,948.0
400,48113017811,4111,2079,,346.0,576.0,424.0,426.0,600.0,845.0,554.0,154.0,186.0,1431.0,90.0,464.0,840.0,37.0,3428.0,2259.0,294.0,2018.0,0.0,10.0,66.0,643.0,1299.0,152.0,3077.0,529.0,126.0,137.0,2020.0,1330.0,49.0,881.0,408.0,5939.0,5934.0,822.0
